63	158
64	118
63	170
62	212
62	224
62	265
61	276
61	319
61	330
61	371
61	383
61	423
61	434
62	474
69	196
64	107
65	67
65	55
66	18
66	5
22	19
22	39
7	40
149	462
148	443
149	411
149	392
148	341
149	360
149	318
149	277
181	277
181	318
180	341
180	359
180	391
180	410
180	443
180	460
180	266
181	225
181	212
181	172
149	172
149	212
149	224
149	265
150	149
150	130
181	131
181	150
150	97
150	79
151	47
151	29
182	31
182	49
181	81
181	98
114	7
113	19
113	57
112	68
112	108
112	119
111	159
111	171
111	196
111	212
110	264
110	245
110	277
110	293
110	319
69	311
71	178
110	330
110	371
110	383
110	422
110	434
110	472
110	485
63	486
69	263
70	226
220	32
220	49
220	82
220	99
220	132
220	150
220	183
220	203
220	236
220	255
219	288
219	307
219	340
219	359
218	409
218	391
217	440
217	459
247	458
247	439
247	409
248	390
248	358
248	339
249	307
249	288
250	255
250	236
249	202
250	183
250	151
250	133
250	100
249	82
249	51
248	34
272	83
272	101
272	133
272	151
272	184
273	203
272	236
272	255
272	288
272	306
272	339
272	357
272	389
271	407
270	440
270	457
312	455
313	438
314	356
315	339
315	288
315	255
315	237
316	203
315	186
315	153
16	277
16	326
17	434
10	435
21	90
6	89
6	78
21	78
22	51
7	51
0	18
0	278
0	326
26	460
26	444
37	443
37	461
37	487
12	475
342	344
333	315
337	170
349	171
312	129
323	129
293	95
304	95
277	66
288	66
265	41
275	41
256	21
264	20
255	3
262	110
66	34
66	39
113	35
113	39
112	90
112	86
65	85
64	89
63	136
63	140
111	141
111	138
339	450
326	427
341	367
365	127
311	137
283	0
62	452
62	456
110	456
110	451
110	405
110	401
62	401
62	404
62	349
62	352
110	353
110	349
161	358
167	342
169	407
229	408
222	449
245	2
270	487
312	486
340	487
363	372
362	487
339	229
