297	27
270	76
297	90
293	95
221	66
204	99
269	129
263	139
177	105
172	116
255	151
263	152
271	141
326	166
322	176
315	148
334	113
301	98
357	57
306	93
328	103
330	43
338	47
362	10
356	6
329	210
319	228
235	192
221	211
71	208
56	239
106	263
98	274
0	229
289	279
384	115
375	328
351	622
96	504
40	555
11	536
270	383
280	360
226	318
240	286
186	260
180	257
165	290
158	301
152	299
135	291
144	281
160	288
313	404
149	190
0	72
0	92
16	465
0	489
167	415
178	426
0	590
203	554
64	426
190	210
124	232
163	250
