293	18
318	43
350	8
201	506
456	16
344	322
389	50
398	39
411	36
422	26
361	32
410	82
372	120
325	70
277	35
302	59
272	94
248	70
361	53
393	87
377	102
346	68
196	73
166	107
133	113
162	76
314	82
350	119
329	141
294	103
112	85
77	130
10	145
46	93
239	88
250	98
222	131
211	119
318	96
338	115
325	130
306	109
259	109
301	151
274	181
232	139
172	121
259	125
284	150
275	160
249	134
175	155
406	151
425	169
384	212
365	194
314	166
344	197
322	221
291	189
168	271
179	258
143	217
186	167
272	252
119	221
313	179
326	192
317	202
304	188
210	209
178	243
155	219
187	185
32	195
49	214
11	232
53	225
85	209
119	244
89	264
220	217
243	240
209	273
187	250
457	224
460	246
403	295
408	266
37	240
88	294
61	315
6	257
386	256
348	291
98	278
117	298
143	274
126	256
383	277
422	291
419	320
464	283
460	258
42	259
64	282
53	290
29	267
390	284
384	313
331	357
323	378
393	347
126	321
155	350
120	386
90	356
457	323
456	356
362	425
371	389
21	380
136	432
206	359
272	425
205	413
193	413
191	430
233	437
239	426
230	420
189	463
438	446
376	484
339	316
193	472
204	467
396	317
311	412
240	464
453	184
391	242
419	49
448	66
411	103
386	138
335	186
359	209
367	218
289	241
303	228
321	243
331	250
197	310
210	313
230	274
233	285
136	200
164	157
122	209
32	379
36	416
62	394
62	402
66	417
77	379
75	366
34	448
34	438
64	454
73	473
84	437
77	442
105	465
156	496
172	509
186	493
426	92
124	400
157	367
141	132
432	33
472	18
479	28
334	192
406	257
480	193
287	251
295	260
301	242
338	260
239	286
132	195
101	330
41	380
41	444
78	457
73	462
376	505
398	469
412	453
348	166
369	152
416	107
109	500
84	449
309	252
128	505
93	457
104	407
479	106
