17	65
33	65
48	65
64	65
80	65
96	65
112	65
128	65
144	65
160	65
176	65
192	65
208	65
224	65
240	65
116	80
156	120
116	120
180	84
160	160
180	235
239	91
239	129
201	129
201	90
40	101
40	149
16	151
11	100
42	200
70	173
98	200
70	105
145	141
145	175
116	175
116	140
240	165
239	227
201	227
200	165
144	191
144	238
116	238
116	190
220	91
221	110
220	130
240	110
201	111
211	173
230	173
230	220
211	220
126	158
146	158
116	201
145	229
137	101
13	201
