107	191
60	73
61	98
55	85
67	91
67	79
105	111
106	137
140	137
140	110
140	81
105	82
105	55
139	53
154	49
202	49
202	79
154	83
155	106
155	141
202	139
202	109
155	165
156	198
106	166
141	167
228	199
228	167
285	108
285	139
227	80
227	46
272	44
273	78
46	57
46	65
57	149
61	137
62	162
68	156
79	157
79	142
68	142
80	26
97	31
77	134
76	100
79	174
65	177
85	226
313	97
298	110
298	138
308	138
312	159
313	177
314	36
312	225
212	240
257	241
142	236
184	239
360	31
354	231
118	14
146	11
174	10
212	7
250	8
298	6
278	23
80	92
39	45
50	43
229	107
229	140
80	75
141	193
201	195
201	169
271	199
272	168
313	78
