23	2
23	17
267	43
266	76
267	106
266	137
54	64
54	80
36	82
36	65
56	113
56	129
37	128
37	113
131	157
132	194
91	186
90	157
58	160
59	175
40	174
40	159
321	209
268	235
54	205
76	206
78	233
55	226
100	234
99	211
141	212
142	245
131	218
213	223
213	254
168	244
168	220
244	233
263	233
57	249
79	252
86	105
87	135
126	106
127	47
85	52
86	85
155	48
155	83
207	85
207	42
156	137
156	106
157	159
157	192
207	200
207	160
269	160
268	208
51	39
16	73
18	121
23	107
24	134
25	152
20	166
28	179
20	44
8	22
34	191
61	199
36	16
58	14
77	13
122	7
148	6
315	17
205	106
205	138
126	83
127	135
