126	46
125	73
156	72
156	44
225	67
224	38
226	89
226	121
157	93
125	94
125	122
157	122
158	142
159	172
159	194
158	223
183	224
227	195
227	227
227	174
227	143
243	36
244	66
245	89
245	119
246	142
246	173
290	197
303	228
324	218
324	235
285	142
294	118
294	87
294	65
292	34
306	23
308	0
109	27
63	67
64	115
47	117
64	128
63	184
51	184
51	193
61	193
61	200
86	217
87	251
58	216
88	80
88	108
102	108
102	79
75	127
75	138
85	138
85	127
90	154
100	155
100	188
90	183
126	146
126	170
125	220
125	194
183	198
182	171
182	145
182	118
182	93
182	66
182	42
248	196
248	228
317	131
