307	30
281	32
234	39
309	64
310	99
284	100
283	65
257	67
258	102
234	103
234	69
311	144
311	181
284	181
284	145
258	145
259	180
235	179
234	145
91	146
91	175
75	174
76	147
127	146
126	176
109	176
109	146
166	146
166	177
147	177
147	146
90	204
91	234
75	231
75	204
127	207
127	237
109	235
109	206
259	214
235	213
147	239
147	208
167	209
285	215
312	216
313	254
286	252
77	31
77	58
92	57
93	28
91	82
91	110
74	112
75	83
109	110
127	109
127	79
108	80
110	54
128	52
128	22
110	26
147	48
148	19
166	15
167	45
167	75
147	76
147	108
167	108
187	73
210	70
210	104
188	106
188	145
211	145
211	180
188	178
256	36
64	5
