74	8
85	5
109	3
99	4
333	4
282	4
258	4
228	6
202	7
178	19
178	10
153	13
152	23
135	24
106	18
98	29
83	20
81	30
71	31
168	47
167	60
146	61
147	50
123	51
122	63
111	64
112	52
94	55
93	65
83	65
83	55
166	79
164	91
143	91
143	80
120	81
118	93
108	93
109	82
92	83
90	93
79	94
80	83
162	110
161	123
140	123
141	111
117	111
115	123
103	123
106	111
89	112
87	123
74	123
76	112
85	141
82	153
70	152
72	141
101	141
113	141
111	153
101	153
160	143
158	155
136	154
138	142
81	171
79	183
67	182
68	170
109	173
108	185
97	184
98	172
156	175
155	188
132	187
134	174
65	200
77	202
75	214
63	213
106	204
105	218
92	216
95	204
153	209
153	223
130	220
131	207
72	244
70	257
57	255
58	243
91	247
107	250
105	262
90	260
152	256
151	269
130	267
131	254
178	259
204	264
203	278
176	274
263	273
261	285
232	284
232	268
67	284
51	286
52	81
50	97
55	102
55	109
47	109
45	125
52	127
50	137
44	138
41	154
47	156
46	168
39	167
37	184
44	186
38	230
190	44
189	57
214	57
214	43
188	76
187	89
185	109
184	122
208	122
210	108
208	142
207	157
181	156
182	142
180	175
178	191
204	193
205	177
201	213
201	228
176	226
177	211
240	40
240	53
238	74
238	87
237	108
236	122
235	142
234	157
232	180
232	194
230	215
230	231
259	234
259	218
260	197
260	180
270	159
270	143
270	123
270	107
267	86
267	73
267	50
267	38
318	39
318	49
311	68
310	86
296	105
295	120
294	143
294	158
293	180
293	199
292	221
291	238
325	242
325	224
325	200
326	183
326	161
326	144
326	121
327	105
353	84
352	67
350	47
257	11
97	17
106	27
71	21
51	42
61	53
134	15
200	17
