16	15
36	14
279	52
275	166
139	99
146	152
101	144
94	102
218	104
219	158
172	150
167	105
139	147
60	161
83	163
87	187
64	181
148	169
151	197
110	188
106	167
219	179
220	206
176	196
174	175
60	201
65	221
88	225
83	205
145	215
148	237
111	230
107	210
171	242
169	219
214	224
214	255
36	50
40	73
65	77
58	46
69	98
76	144
55	139
46	99
272	187
272	203
74	20
122	18
150	16
206	15
215	42
215	79
166	75
163	45
86	47
89	74
43	145
13	42
11	33
19	42
38	23
44	39
132	43
136	78
37	183
36	178
42	192
54	187
45	183
