275	14
243	18
245	5
303	10
318	8
214	10
187	25
158	16
156	28
132	33
134	21
109	25
105	37
87	39
321	29
322	45
304	47
304	32
276	35
276	50
243	54
243	40
211	41
184	46
182	59
210	56
101	56
98	68
78	70
81	58
324	70
325	88
307	88
306	72
278	74
277	91
241	94
242	77
179	82
177	97
207	95
209	80
92	90
88	103
68	104
72	92
328	117
329	137
310	137
309	117
277	119
277	138
238	138
240	120
205	122
204	139
172	140
174	123
83	127
79	142
57	143
62	128
73	168
68	185
46	185
51	168
332	169
333	192
312	192
311	170
335	228
338	254
314	254
314	228
126	51
124	65
149	62
151	49
144	85
142	99
116	101
119	86
111	125
107	140
135	141
137	125
130	168
102	168
98	186
128	187
123	218
165	188
167	168
201	168
200	189
196	221
237	168
236	190
278	190
277	224
277	250
234	248
235	223
161	219
158	242
93	215
89	235
119	238
34	230
57	233
61	213
38	212
89	27
187	12
277	167
194	245
275	2
