360	10
336	144
126	32
127	50
103	51
103	32
80	33
81	50
63	51
62	34
45	46
48	68
36	68
34	46
83	71
84	87
67	86
65	70
128	72
130	89
107	88
106	71
39	90
50	91
52	112
42	111
68	104
87	106
88	121
71	120
130	109
131	126
110	124
109	108
45	132
58	153
48	152
90	139
92	154
74	151
73	137
112	141
133	145
133	160
113	157
93	171
95	185
78	181
77	168
51	171
64	192
53	188
114	174
134	178
136	192
115	188
81	195
96	199
98	212
82	209
58	224
122	236
156	244
156	255
152	30
153	50
182	50
182	29
182	71
152	72
153	91
183	93
183	113
155	111
155	128
184	132
184	151
184	168
184	186
184	202
185	218
185	233
161	227
161	213
159	197
158	182
158	165
157	147
211	28
211	52
211	72
211	95
211	115
211	137
210	153
210	172
210	189
210	208
210	223
210	239
239	245
239	228
240	212
240	195
242	177
242	158
243	139
244	118
245	98
246	75
247	53
247	29
295	75
295	97
328	99
329	76
41	26
67	226
61	238
70	241
